Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base
Cogeco,m393gena_c,Cogeco,EPICO 4K,3707MB,TV,Broadcom BCM72180,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
AIS,B866V2-HA,AIS (Thailand),AISPLAYBOX,2085MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
HEC,broadway,Haier,HEC Android TV DVB2K,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
ACONATIC,zhongshan,Aconatic,ACONATIC,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
QBELL,hanyang,QBell,Qbell android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
LANIX,stanford,Lanix,NA,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
BOTECH,R1,BOTECH,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
NOKIA,mateo,Nokia,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
CANDY,dupont,Haier,CANDY Android TV DVB,1438MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
NEXT-G,zhongshan,KTCtv,NEXT_G,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ARRIS,vip5242a,Movistar,Telefonica ATV,1521MB,TV,Broadcom BCM72604,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
Epson,sti6200d101,Epson,EF-12/EH-LS300,2085MB,TV,Amlogic AMLT962E2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Elitelux,yeongdeungpo,Elitelux,Australia,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
GOtv,HND,GOtv,SEI600GO,2086MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
ZTE,B860H_V1,ZTE,B860H,1896MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,238,armeabi;armeabi-v7a,23,2,0
EONSmartBox,CHOTT0102,EONSmartBox,CHOTT0102,2085MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
MIRAY,R1,MIRAY,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
JVC,bangbae,JVC,JVC,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Caixun,yeongdeungpo,CAIXUN,Malaysia,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
EKO,bangbae,EKO,EKO,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
CNS,BCM72604,China Network System (CNS),STB-9642C1,1478MB,TV,Broadcom BCM72604,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
SPC,martin,SPC,EU、UK、AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SCEPTRE,barking,Sceptre,A557CV-UMRBX,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
PHILIPS,GMP,Philips,NeoViu D1,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Hyundai,komagome,Hyundai,Hyundai,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
TrueVision,TV_A01,truevisions,STI6030_TRUE_TV_A01	,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Truvii,shilin,truvii,Truvii,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
EVVOLI,R1,Evvoli,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SHARP,lc_ue630x,Sharp,LC-xxUE630X,1403MB,TV,Mediatek MT5595,,1080x1920,320,armeabi;armeabi-v7a,23,3.1,0
KaonMedia,KM_SH368AT,KaonMedia,KM_SH368AT,1810MB,TV,Broadcom BCM7268,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
Claro,SEI810CCOA,Claro,CLARO BOX TV,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
HOMEZ,redwood,homez,Smart TV,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
BRANDO,redwood,BRANDO,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Dialog,SEI103,Dialog,SEI103DL,1030MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SmartLabs,sml5442tw,SmartLabs,SML-5442TW,2085MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Altibox,uiw4054aib,Altibox,Altibox TV,1746MB,TV,Broadcom BCM72180,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
wibox,dtiw384wb,Sagemcom,Wibox,1500MB,TV,Broadcom BCM7252S,,1080x1920,320,armeabi;armeabi-v7a,25,3,0
BULSATCOM,UPD-BJ00R,BULSATCOM,UPD-BJ00R,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
SDTV,HY44J,Skyworth,UrTV1,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Philips,kujo,Philips,Philips Google TV TA6,1481MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
MECOOL,KM8,Mecool,KM8,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Xiaomi,jaws,Xiaomi,Xiaomi TV Box S (2nd Gen),2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
TataSky_BingePlus,usw4026tat,Tataplay,Tata Sky Binge Plus,1491MB,TV,Broadcom BCM72604,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
TVSTAR,seocho,Tvstar,TVSTAR,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Wansa,redwood,Wansa,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SIRAGON,stanford,Siragon,SIRAGON,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Classpro,samseong,Classpro,CGS55UHD,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Candy,mateo,RCA,Smart TV,960MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Polaroid,bruno,Polaroid,Polaroid,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
INNOVA,stanford,KTCtv,INNOVA,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
TVcore,ts401,CCC,TV Stick,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
KaonMedia,KSTB6043,Aiwa,Aiwa,2088MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
TIM,uzw4054tim,TIM,TIMVISION Box,2802MB,TV,Broadcom BCM7218,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
KTV,DV8219,KTV,PureKTV,1785MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,25,2,0
KaonMedia,KSTB6077,KaonMedia,KSTB6077,1664MB,TV,Broadcom BCM7268,,1080x1920,320,armeabi;armeabi-v7a,26,3.1,0
Allview,shinagawa,AllView,Allview 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Stream,DV8555-Altice,Stream,Stream,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
eSTREAM4K_RCN,eSTREAM4K_4x4,eSTREAM 4K,IPA-1104HDH-01,1811MB,TV,Broadcom BCM7271,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
SecQre,SEI100,SecQre,ATV HD Stick,1032MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,26,2,0
ZapiTV,SEI500PTV,ZapiTV,Zapi2020,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
humaxdigital,b604tnw,HumaxDigital,Descodificador Orange TV,1507MB,TV,Broadcom BCM72604,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
Realme,ikebukuro,Realme,realme TV 32,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
QBell,bangbae,QBell,QBell,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
KIVI,shilin,MTC,KIVI,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Xtreme,SW6H,Xtreme,Xtreme 4K Smart TV,1850MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,160,armeabi;armeabi-v7a,30,3.2,0
SHARP,lc_le580x,Sharp,LC-LE580X,1478MB,TV,Mediatek MT5595,,1080x1920,320,armeabi;armeabi-v7a,23,3.1,0
LGUplus,ute7057lgu,LGU+,U+tv Soundbar Black,2596MB,TV,Synaptics VS-680,,1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
CLASSPRO,redwood,Classpro,G7N,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Sony,SVP-DTV15,Sony,BRAVIA 4K 2015,1577MB,TV,Mediatek MT5830,,1080x1920,320,armeabi;armeabi-v7a,24,3.1,0
IRIS,umeda,Iris,IRIS 2K SmartTV,1486MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Kogan,redwood,Kogan,RF9220,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Wansa,longshan,Wansa,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
KAGIS,yeongdeungpo,KAGIS,Australia,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
FPT_Telecom,DV8536-KVF,FPT Telecom,FPT Play Box +,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
ACER,R3,Acer,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
BLAUPUNKT,longshan,Blaupunkt,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
HYUNDAI,yeongdeungpo,Hyundai,Italy,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
TINP,DV8330-C,Tinp,HaTV,2088MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
Nano,tamachi,Nano,Thailand,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
BAUHN,redwood,Bauhn,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
TVision,SEI700TM,TVision,TVision HUB v2,2084MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
indurama,sunnyvale,Indurama,indurama Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
ERGO,longshan,Ergo,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
GLOBAL,zhongshan,KTCtv,Golbal,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ZIFFLER,shinagawa,ZIFFLER,ABMS Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Redmi,tarzan,Redmi,Smart TV,1886MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
SANYO,tcl_eu,TCL,Percee TV,1976MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0
Flipkart,shibuya,Motorola,Motorola Android 9.0 TV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
KUNFT,samseong,KUNFT,K5130H43U,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Delephas,seocho,Delephas,"Chang Co., Ltd",1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
MI,anglee,Xiaomi,"Mi Laser Projector 150""",2104MB,TV,Amlogic AMLT962X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
HKC,lakeside,HKC Elec,Google TV,1825MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
LGUPlus,UHD4K,LGU+,UHD4K,2592MB,TV,Synaptics VS680,Imagination Tech PowerVR GE9920 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Thomson,laoshan,Hisense,laoshan-Hisense,1454MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
Continental,yeongdeungpo,Continental Edison,Continental Edison,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
LGE,woofer2,LGU+,U+tv soundbar,1045MB,TV,Marvell BG4-CT,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0
VISION-TECHNOLOGY,R1,Vision Technology,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Kogan,yeongdeungpo,Kogan,Australia,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
UD,longshan,UD (EU),Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
EON,DV8945C-KSU,EONSmartBox,SDSTB01,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
TVUP,HPA12_8GB,TVUp,HP5116,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
Verizon,sti6250d315,Verizon,Stream TV Soundbar Pro,2085MB,TV,Amlogic AMLT962E2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
innos,keoneae,innos,innos 4K Google TV,2147MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ALHAFIDH,R3,Alhafidh,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Linsar,sadang,Linsar,Linsar,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
YASIN,shinagawa,Yasin,YASIN 2K TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Zeop,B866V2F,Zeop,Zeop N9000,2085MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Qbell,yeongdeungpo,QBell,Italy,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SFR,DV8945-KFS,SFR.fr,Connect TV de SFR,3140MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Movix,SEI700ER,ER-Telecom,Movix Pro Voice,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Kogan,shibuya,Kogan,Australia,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
STARLIGHT,tamachi,Starlight,Rumania,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
KaonMedia,KSTB6020,United Group,KSTB6020,1816MB,TV,Broadcom BCM7268,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
Grundig,shinagawa,Grundig,Grundig Android TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Entel,DIW585,Entel,DECO ENTEL,2086MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,29,2,0
JVC,guandu,JVC,"Australia, URUGUAY/PARAGUAY, UAE, INDIA, SAUDI ARABIA ISAREL/KUWAIT/SRI LANKA PAKISTAN",1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Tesla,martin,Tesla,EU、UK、AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
GREENHOUSE,SW6H,Green House,GREEN HOUSE TV,1850MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Toshiba,taishan,Toshiba,taishan-jpT,2122MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
BGH,sunnyvale,BGH S.A.,BGH Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
AIWA,ikebukuro,Aiwa,Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Durabrand,dupont,Durabrand,DB Android TV 4K,1438MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
COOKIE,YS-CK0001,COOKIE,YS-CK0001,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
eSTREAM4K,kunlun,eSTREAM 4K,IPA1104HDW-02,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
PHILCO,ikebukuro,Philco,Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
EVOFORCE1,SEI800RCN,EVOFORCE1,FRC1-RCN,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
TVB,A151,TVB,A15,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
THOMSON,R1,Thomson,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Qilive,martin,Qilive,"France, Spain, Portugal, Poland, Romania, Hungary",956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
COEX,sunnyvale,COEX,COEX 2K Smart TV,960MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Casper,barking,Casper,55UGA610,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
INTIGRAL,HP40A,Jawwy TV,JAWWY-TV-2.0,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
EKO,tamachi,EKO,Australia,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
ASHER,longshan,ASHER,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Dialog_TV,DV6067H-Dialog,Dialog_TV,Viu Mini,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Blaupunkt,tamachi,Blaupunkt,Turkey,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
PROTON,lasalle,PROTON,PROTON 2K Android,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
MasterG,mateo,Master-G,Smart TV,960MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Casper,beaudry,Casper,43FGA610,1073MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Nano,yeongdeungpo,Nano,Thailand,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Innopia,IMTM5000R,Innopia,KCTV,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
TECO,ikebukuro,TECO,K5T,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
google,adt2,Shenzhen SEI Robotics,ADT-2,2086MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SEI,TT02,Docomo,TT02,2567MB,TV,Broadcom BCM7278,,1080x1920,320,armeabi;armeabi-v7a,31,3.1,0
skyworth,umeda,SWTV,SWTV-22NA-FHD,1486MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Element,Tiger838,Element,USA & CANADA,1847MB,TV,MStar T12,ARM Mali T820 (550 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2,0
GRUNDIG,wanchai,Grundig,Grundig Google TV,1876MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Philips,PH7M_EU_5596,Philips,4K LED TV powered by Android,1955MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0
Challenger,gangbyeon,Challenger,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Melita,DV8955C-C-KMM,Melita,DV8955C-C,2085MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
SHARP,R4,Sharp,R4-SH,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
VIZZION,zhongshan,VIZZION,vizzion,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
MediaTek,mt5862_512m,,,451MB,TV,unknown,,720x1280,160,armeabi;armeabi-v7a,28,3.2,0
MASTER-G,patrick,Master-G,"Chile, Bolivia,Peru,Argentina",1829MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
SIRAGON,zhongshan,Siragon,SA,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Rindo,samseong,Rindo,Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
NEXT,zhongshan,Next,NEXT,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
POWER-GREEN,stanford,KTCtv,POWER_GREEN,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
skyworth,grape,Caldero,grape,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
ACONATIC,R2,Aconatic,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
BLAUPUNKT,nippori,Blaupunkt,BLAUPUNKT2K,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SKYLIFE,DMTS17SS,SkyLife,skylife LTE TV,2560MB,TV,Broadcom BCM7252S,,720x1280,213,armeabi;armeabi-v7a,25,3,0
